question	gold	predicted	correct	predicted probabilities
question 299	4	4	1	[0.05343928 0.00880436 0.06594885 0.02634013 0.8454674 ]
question 300	1	1	1	[0.22340024 0.32926506 0.09469217 0.10897736 0.24366519]
question 301	1	3	0	[0.0089529  0.14772336 0.06561097 0.75702214 0.02069064]
question 302	3	0	0	[0.7113189  0.01037118 0.02323705 0.216556   0.03851679]
question 303	1	1	1	[0.0924635  0.6402467  0.06310248 0.17678545 0.02740187]
question 304	4	4	1	[0.02049021 0.00992617 0.01262062 0.01393828 0.94302475]
question 305	1	1	1	[0.00545893 0.54759115 0.03439904 0.38134995 0.03120091]
question 306	0	0	1	[9.9478585e-01 6.9072621e-04 2.3481029e-03 8.8518288e-04 1.2900798e-03]
question 307	2	2	1	[0.01164282 0.01706747 0.66095376 0.01322266 0.2971132 ]
question 308	0	0	1	[0.92656624 0.02188726 0.0117296  0.03767288 0.00214405]
question 309	3	2	0	[0.01251726 0.01981142 0.8878045  0.03361192 0.04625501]
question 310	2	2	1	[0.00392701 0.00956156 0.81597584 0.16599609 0.0045395 ]
question 311	3	3	1	[0.07468119 0.23998418 0.0204156  0.43702957 0.2278894 ]
question 312	3	3	1	[0.00702566 0.27030048 0.33120897 0.355392   0.03607286]
question 313	3	3	1	[0.05494221 0.00910154 0.0009686  0.9258524  0.00913519]
question 314	2	2	1	[2.9611838e-04 1.3421730e-03 9.9654883e-01 1.5658562e-03 2.4692493e-04]
question 315	1	1	1	[4.1963603e-02 9.4738764e-01 8.3891833e-03 6.6272606e-04 1.5968020e-03]
question 316	2	1	0	[0.02951483 0.8451637  0.02788236 0.04981816 0.0476209 ]
question 317	0	3	0	[2.0725146e-02 1.0729823e-02 4.6371931e-04 9.6786970e-01 2.1156935e-04]
question 318	4	3	0	[0.05584554 0.06695303 0.11514492 0.38656482 0.37549174]
question 319	4	4	1	[0.00285707 0.00428563 0.01530894 0.01514591 0.96240246]
question 320	1	1	1	[0.11365575 0.7274534  0.02349308 0.1285442  0.00685355]
question 321	2	2	1	[0.03381616 0.06945337 0.8239949  0.06528265 0.00745307]
question 322	3	3	1	[0.0099142  0.07855114 0.05630396 0.824971   0.03025973]
question 323	0	2	0	[0.19107771 0.01132814 0.71805805 0.06957848 0.00995763]
question 324	2	0	0	[0.7729958  0.02077027 0.18337715 0.01112254 0.01173413]
question 325	2	2	1	[0.12973401 0.2888344  0.2948295  0.13999926 0.14660285]
question 326	0	0	1	[0.63948774 0.07007236 0.18654306 0.06116603 0.04273079]
question 327	4	0	0	[0.26859945 0.25921547 0.16124749 0.13812494 0.17281269]
question 328	1	1	1	[0.02376507 0.4487732  0.00250754 0.18597166 0.33898252]
question 329	3	0	0	[0.43248296 0.3005138  0.01188945 0.24067399 0.01443978]
question 330	0	0	1	[9.7475910e-01 7.0217657e-06 8.2106762e-06 7.8551966e-06 2.5217958e-02]
question 331	3	1	0	[1.3080006e-04 9.3885833e-01 1.0784654e-04 6.0803473e-02 9.9540099e-05]
question 332	1	1	1	[0.05499978 0.6077596  0.13241482 0.19143103 0.01339477]
question 333	4	4	1	[0.12762468 0.13876694 0.05650968 0.00167552 0.6754232 ]
question 334	4	4	1	[0.05862519 0.04520421 0.05201821 0.39236093 0.4517914 ]
question 335	1	1	1	[1.08514185e-04 9.99518514e-01 1.38831863e-04 1.01153477e-04 1.32959176e-04]
question 336	4	4	1	[2.4248571e-04 3.4397119e-04 1.2887398e-02 5.3296200e-05 9.8647285e-01]
question 337	3	3	1	[4.8867430e-05 8.6259603e-04 1.5574718e-05 9.9871325e-01 3.5961077e-04]
question 338	2	2	1	[0.23235756 0.00570409 0.74631816 0.00403939 0.01158066]
question 339	1	1	1	[0.0124654  0.94915617 0.009171   0.00146386 0.02774359]
question 340	3	3	1	[0.02853674 0.001986   0.00119439 0.9407438  0.02753914]
question 341	0	0	1	[0.960709   0.00310253 0.01835105 0.00614004 0.01169752]
question 342	4	4	1	[1.1639984e-03 8.8980503e-04 3.9955988e-03 9.6315882e-05 9.9385428e-01]
question 343	1	3	0	[0.05659021 0.3028091  0.10556454 0.33744755 0.19758855]
question 344	2	2	1	[0.00261023 0.00954792 0.9840973  0.00222553 0.00151902]
question 345	0	0	1	[0.9533803  0.02065597 0.01601539 0.00589714 0.0040512 ]
question 346	3	4	0	[0.00630193 0.01157623 0.03392323 0.27910066 0.669098  ]
question 347	4	0	0	[0.9633858  0.00586815 0.00453075 0.01779108 0.0084242 ]
question 348	3	3	1	[0.01418259 0.16847733 0.05825619 0.7181375  0.04094641]
question 349	1	1	1	[9.6270442e-04 9.9880004e-01 1.8775622e-04 1.3419950e-05 3.6046546e-05]
question 350	0	1	0	[0.263621   0.6908277  0.01550486 0.00606694 0.0239794 ]
question 351	0	1	0	[0.3673139  0.4499487  0.02818112 0.10093543 0.05362079]
question 352	3	3	1	[0.00608635 0.27461904 0.02319917 0.665546   0.03054933]
question 353	0	0	1	[9.9825853e-01 3.6558486e-04 1.8229915e-05 5.0955790e-04 8.4814912e-04]
question 354	2	0	0	[0.40357852 0.2005545  0.18332271 0.10960945 0.10293479]
question 355	4	1	0	[0.00098481 0.5507829  0.00127688 0.44618556 0.00076986]
question 356	0	2	0	[0.01377827 0.07555913 0.8301039  0.03477839 0.04578038]
question 357	1	1	1	[0.00803417 0.76660496 0.19761856 0.0204237  0.0073186 ]
question 358	4	4	1	[8.2149141e-04 2.3847515e-02 1.0712229e-03 4.5674355e-03 9.6969235e-01]
question 359	1	3	0	[0.14660424 0.06815825 0.06309674 0.5065645  0.21557622]
question 360	3	3	1	[0.04908933 0.00164324 0.01471662 0.9332124  0.00133839]
question 361	2	1	0	[0.02449088 0.8667562  0.09939072 0.00502147 0.00434069]
question 362	1	1	1	[0.00237747 0.93962497 0.02189895 0.01398928 0.02210941]
question 363	1	0	0	[0.29486573 0.2055889  0.08935165 0.2779348  0.13225889]
question 364	1	1	1	[0.01265881 0.77932614 0.00262466 0.20252974 0.00286064]
question 365	4	1	0	[0.09607881 0.32940263 0.20262171 0.1370992  0.23479764]
question 366	4	4	1	[2.8748908e-03 3.7606986e-04 5.5533010e-03 3.9559263e-03 9.8723978e-01]
question 367	0	0	1	[0.7487938  0.02558184 0.03716751 0.12728404 0.06117283]
question 368	0	0	1	[9.9982810e-01 4.0321611e-05 8.0564187e-06 4.5464305e-05 7.8077195e-05]
question 369	1	1	1	[2.8220387e-04 9.4164240e-01 2.6142206e-02 3.0961813e-02 9.7141555e-04]
question 370	0	0	1	[9.4593155e-01 5.8250975e-05 2.5349051e-02 2.8509282e-02 1.5182557e-04]
question 371	1	1	1	[0.07185524 0.41254443 0.07911129 0.37532356 0.06116559]
question 372	3	3	1	[7.4222637e-04 1.3342706e-03 1.9524658e-02 9.7487372e-01 3.5250995e-03]
question 373	2	2	1	[0.06855003 0.09599599 0.7799196  0.01421673 0.04131766]
question 374	4	2	0	[0.01596723 0.0013351  0.9548929  0.0237695  0.00403522]
question 375	4	4	1	[0.00130698 0.01784879 0.00219656 0.0089801  0.9696676 ]
question 376	0	0	1	[0.8170129  0.05219027 0.10931829 0.00983848 0.01164   ]
question 377	2	0	0	[0.87027675 0.00600504 0.00413701 0.0410485  0.07853267]
question 378	2	3	0	[0.00359697 0.01106728 0.2184381  0.7622945  0.00460313]
question 379	1	1	1	[7.7182879e-03 9.6920198e-01 1.4935459e-03 4.6274031e-04 2.1123443e-02]
question 380	1	4	0	[0.00999916 0.05451794 0.00107926 0.01302998 0.92137367]
question 381	3	3	1	[0.00305179 0.00753799 0.00585376 0.9785937  0.00496272]
question 382	0	3	0	[0.25287393 0.03355107 0.02389723 0.45429924 0.23537847]
question 383	1	4	0	[0.03586961 0.2820542  0.12760173 0.26322508 0.29124936]
question 384	2	0	0	[0.5734372  0.0706527  0.29129896 0.02481998 0.03979117]
question 385	1	1	1	[0.18258758 0.59108436 0.04516208 0.13757467 0.04359126]
question 386	4	4	1	[0.11951657 0.07609946 0.08135615 0.32273963 0.40028822]
question 387	4	3	0	[0.01440061 0.34094366 0.01882725 0.53563976 0.09018873]
question 388	3	3	1	[0.04962054 0.0612707  0.02779161 0.8556552  0.00566204]
question 389	3	2	0	[9.6539041e-04 1.1809770e-02 9.2408967e-01 6.2517583e-02 6.1752816e-04]
question 390	1	1	1	[0.10972087 0.5131597  0.20253143 0.12486767 0.04972033]
question 391	2	2	1	[2.5781707e-04 2.2474140e-01 7.7386081e-01 7.8643870e-04 3.5346128e-04]
question 392	0	0	1	[0.7794419  0.09220545 0.00108863 0.00105843 0.12620561]
question 393	0	0	1	[9.8979163e-01 1.6783752e-03 7.7627129e-03 3.9966544e-04 3.6772198e-04]
question 394	4	4	1	[0.00121707 0.01538539 0.00371329 0.00314576 0.9765385 ]
question 395	1	2	0	[0.02940455 0.35968637 0.553445   0.03144869 0.02601544]
question 396	0	3	0	[0.281064   0.23566103 0.00148194 0.48061162 0.00118144]
question 397	4	4	1	[0.16019818 0.09388001 0.03291687 0.02776393 0.685241  ]
question 398	0	0	1	[0.6374359  0.32206234 0.01919365 0.0129912  0.00831694]
question 399	2	2	1	[1.2343054e-04 3.0143553e-04 9.9739432e-01 2.2954018e-04 1.9512906e-03]
question 400	1	1	1	[0.19789828 0.7679503  0.01892884 0.00657414 0.00864846]
question 401	3	3	1	[0.1079409  0.0488437  0.04484969 0.7935814  0.00478426]
question 402	1	1	1	[2.9720981e-03 9.8235393e-01 1.4102771e-02 7.7094061e-05 4.9412088e-04]
question 403	4	4	1	[0.19510642 0.05582581 0.10878453 0.07364202 0.5666413 ]
question 404	3	3	1	[0.00509586 0.01779596 0.00196445 0.9691469  0.00599681]
question 405	1	1	1	[0.30784732 0.5483172  0.0076845  0.11823563 0.01791537]
question 406	0	0	1	[0.70710313 0.09072501 0.08878393 0.06447285 0.04891507]
question 407	1	1	1	[1.5140629e-04 9.9347734e-01 9.6384727e-05 6.0902420e-03 1.8465664e-04]
question 408	2	2	1	[7.5954437e-04 2.4936704e-03 8.8877946e-01 1.8942298e-03 1.0607311e-01]
question 409	4	4	1	[0.11826722 0.05050868 0.33107215 0.12415276 0.3759992 ]
question 410	3	3	1	[0.00717419 0.00714932 0.01125014 0.9697934  0.00463285]
question 411	1	1	1	[0.05696775 0.5756444  0.01558699 0.21407527 0.13772556]
question 412	1	1	1	[0.13284326 0.28885847 0.11879502 0.21800399 0.24149933]
question 413	1	1	1	[0.0240081  0.70032734 0.11479809 0.02866962 0.13219681]
question 414	0	2	0	[0.18660264 0.00810467 0.7838182  0.01018949 0.01128506]
question 415	4	4	1	[0.00789309 0.00234074 0.00797733 0.00277144 0.97901744]
question 416	4	4	1	[0.04776473 0.38352734 0.03988456 0.08960919 0.4392142 ]
question 417	4	4	1	[0.00323523 0.00101815 0.03830455 0.00382621 0.9536159 ]
question 418	3	3	1	[0.02080837 0.01012174 0.01615319 0.83891314 0.11400355]
question 419	1	1	1	[0.2623736  0.6652904  0.00999857 0.04618017 0.01615728]
question 420	4	4	1	[0.02980125 0.00366363 0.04380901 0.01254769 0.91017836]
question 421	3	3	1	[0.17014873 0.2419399  0.10213546 0.46786448 0.01791138]
question 422	3	3	1	[0.01926604 0.05789077 0.02452952 0.8682173  0.03009632]
question 423	1	1	1	[0.10584988 0.37141463 0.14977773 0.16296269 0.2099951 ]
question 424	3	4	0	[0.17275266 0.07739594 0.12445729 0.18416789 0.4412262 ]
question 425	2	2	1	[0.01487978 0.01708589 0.9273113  0.00912238 0.03160061]
question 426	4	4	1	[0.20067002 0.03662292 0.03135385 0.2307118  0.5006414 ]
question 427	2	2	1	[0.0061315  0.01284834 0.92980605 0.03077203 0.02044201]
question 428	3	3	1	[0.01445226 0.04936089 0.0252756  0.88679004 0.02412118]
question 429	1	1	1	[0.03805274 0.47627658 0.20948589 0.21178873 0.06439605]
question 430	0	0	1	[0.9262725  0.00404013 0.02556388 0.03072947 0.01339398]
question 431	0	0	1	[0.9669735  0.0071314  0.00409651 0.00428346 0.01751513]
question 432	2	4	0	[0.25862992 0.01764139 0.31091028 0.02142406 0.39139435]
question 433	3	3	1	[0.00581681 0.02273845 0.00964585 0.9578185  0.00398032]
question 434	2	2	1	[0.03048546 0.07111396 0.57588047 0.1331682  0.18935196]
question 435	0	0	1	[0.77276105 0.04029744 0.06656098 0.11223824 0.00814227]
question 436	3	2	0	[0.01512711 0.28800988 0.33071956 0.18500377 0.18113966]
question 437	0	0	1	[0.9091965  0.06276708 0.00540709 0.00693753 0.01569184]
question 438	3	3	1	[0.23975268 0.09861819 0.04714117 0.5590433  0.05544471]
question 439	2	2	1	[0.00775475 0.00867789 0.9734788  0.00448681 0.00560183]
question 440	2	2	1	[0.02709198 0.01888869 0.7690077  0.07763414 0.10737753]
question 441	1	1	1	[7.8373201e-02 9.1774917e-01 3.5587351e-03 4.2189706e-05 2.7668357e-04]
question 442	2	2	1	[0.00688366 0.01903594 0.93706745 0.00407344 0.03293949]
question 443	2	2	1	[0.01392154 0.18884404 0.66742384 0.07263049 0.05718014]
question 444	0	4	0	[0.02094616 0.06426004 0.05917922 0.05550532 0.80010927]
question 445	1	1	1	[0.10402502 0.4102299  0.1577311  0.18532276 0.14269127]
question 446	2	2	1	[0.11098266 0.25090557 0.35951176 0.09344688 0.18515316]
question 447	3	3	1	[0.03120478 0.05078446 0.01518128 0.8737646  0.02906499]
question 448	3	3	1	[0.06389383 0.00875801 0.00544593 0.89734817 0.02455398]
question 449	0	0	1	[0.9040851  0.02539006 0.02316866 0.02316576 0.02419041]
question 450	1	1	1	[0.3043428  0.6096609  0.02116517 0.0484372  0.01639398]
question 451	0	0	1	[0.65914905 0.19657677 0.08471462 0.03967531 0.01988431]
question 452	3	3	1	[0.01764264 0.01883349 0.13356304 0.80677545 0.02318546]
question 453	0	0	1	[0.6143615  0.09642629 0.1183883  0.09797421 0.0728496 ]
question 454	3	3	1	[0.07490744 0.00146195 0.00197708 0.9110561  0.01059744]
question 455	0	0	1	[0.6029333  0.01347372 0.2513322  0.06455365 0.06770717]
question 456	0	0	1	[0.85251963 0.04499723 0.04682378 0.00347569 0.05218362]
question 457	3	3	1	[0.01524598 0.01230695 0.04146845 0.91567945 0.01529914]
question 458	0	0	1	[0.38860703 0.11244314 0.15721066 0.132479   0.20926017]
question 459	2	2	1	[4.9932144e-04 4.1011441e-04 9.8569542e-01 3.0161499e-04 1.3093457e-02]
question 460	1	1	1	[0.00451065 0.9604329  0.01531514 0.01147482 0.00826647]
question 461	4	4	1	[7.3676652e-05 1.5377053e-03 2.8925212e-04 5.6591645e-05 9.9804270e-01]
question 462	3	3	1	[0.01097716 0.00679265 0.01698896 0.9584098  0.00683144]
question 463	3	2	0	[0.02416899 0.28669095 0.3843838  0.2700179  0.0347384 ]
question 464	2	2	1	[0.01563747 0.02136596 0.90126204 0.01697095 0.04476361]
question 465	3	3	1	[2.1285103e-03 5.6718956e-05 1.2978296e-04 9.9762708e-01 5.7927005e-05]
question 466	1	1	1	[0.020298   0.90799636 0.04866336 0.01369795 0.00934425]
question 467	2	1	0	[0.02374728 0.48345178 0.48345163 0.00487854 0.00447077]
question 468	4	4	1	[0.00419356 0.0084356  0.00667093 0.00245296 0.978247  ]
question 469	2	2	1	[8.3930575e-04 6.4342050e-04 9.9824190e-01 3.8932358e-05 2.3647510e-04]
question 470	4	4	1	[1.7856128e-04 4.7009627e-05 1.7657991e-05 1.5787047e-05 9.9974102e-01]
question 471	0	0	1	[0.8863717  0.09113433 0.00221624 0.01309774 0.00718005]
question 472	0	0	1	[0.84286493 0.04169902 0.01895931 0.05374492 0.04273188]
question 473	2	2	1	[2.6656053e-06 7.5915348e-05 9.9991298e-01 1.6408416e-06 6.8205400e-06]
question 474	3	3	1	[0.09786543 0.14594667 0.08051005 0.45932242 0.21635537]
question 475	3	3	1	[0.28720045 0.00160034 0.0060277  0.35258576 0.35258576]
question 476	4	4	1	[0.00491813 0.13028492 0.05408946 0.07952163 0.73118585]
question 477	1	1	1	[8.7281944e-05 9.9911529e-01 3.3825007e-04 3.2745826e-04 1.3176352e-04]
question 478	1	1	1	[0.17549828 0.7424845  0.01816127 0.02061897 0.04323694]
question 479	2	2	1	[6.1434964e-03 1.3811508e-01 7.9163092e-01 6.4104185e-02 6.3222410e-06]
question 480	1	1	1	[0.33574462 0.48883113 0.10445506 0.06446445 0.00650475]
question 481	0	0	1	[7.0240641e-01 3.8237672e-04 7.4839396e-03 2.8918406e-01 5.4315967e-04]
question 482	4	4	1	[0.00241381 0.00474578 0.01048629 0.00292768 0.97942644]
question 483	4	4	1	[1.8661499e-03 1.9535946e-03 2.9173072e-03 3.2700688e-04 9.9293596e-01]
question 484	3	3	1	[3.4024378e-03 4.3438308e-04 6.3960738e-03 9.8909330e-01 6.7384943e-04]
question 485	0	0	1	[0.57796293 0.02188039 0.2161177  0.00989405 0.17414494]
question 486	3	3	1	[0.01672618 0.00277656 0.00142812 0.973551   0.0055183 ]
question 487	0	0	1	[0.9289357  0.01491835 0.00400488 0.04897293 0.00316805]
question 488	3	3	1	[2.8509865e-04 7.0672970e-05 7.5895543e-05 5.6404555e-01 4.3552276e-01]
question 489	4	4	1	[4.0054211e-04 7.2434248e-04 1.8746133e-03 1.6072692e-03 9.9539328e-01]
question 490	0	2	0	[0.12027507 0.3442156  0.36072388 0.11060828 0.06417722]
question 491	3	3	1	[0.15591979 0.1292812  0.2584377  0.30263138 0.15372995]
question 492	3	3	1	[0.02284481 0.00511894 0.00526542 0.96326137 0.0035094 ]
question 493	0	0	1	[0.6370161  0.08150332 0.2196715  0.03861845 0.02319066]
question 494	1	4	0	[0.02084695 0.42712262 0.0731189  0.04101064 0.43790087]
question 495	2	0	0	[0.7839423  0.10300094 0.05744206 0.01885476 0.03676001]
question 496	0	0	1	[0.773259   0.21934715 0.00229766 0.00383886 0.00125734]
question 497	4	4	1	[0.00353475 0.00878244 0.01066168 0.10364207 0.8733791 ]
question 498	4	3	0	[0.04577589 0.01203803 0.17486565 0.5893743  0.17794608]
question 499	2	3	0	[0.0265865  0.45146778 0.00830421 0.4911672  0.0224743 ]
question 500	0	2	0	[0.1331126  0.13059704 0.46349162 0.19631752 0.0764812 ]
question 501	1	1	1	[0.05475323 0.6499531  0.06315858 0.1577312  0.07440377]
question 502	2	2	1	[0.02498388 0.00691167 0.7397145  0.22600311 0.00238688]
question 503	1	0	0	[0.53183883 0.3551172  0.06502535 0.00448593 0.04353276]
question 504	4	0	0	[0.33562267 0.1886201  0.2686677  0.09267231 0.11441715]
question 505	1	1	1	[0.08466483 0.53934336 0.08885284 0.21004106 0.07709787]
question 506	1	1	1	[3.0526728e-04 8.4779656e-01 4.9109771e-03 1.4613479e-01 8.5242291e-04]
question 507	4	1	0	[0.08810688 0.51446897 0.32805026 0.00773545 0.06163847]
question 508	1	1	1	[0.28870097 0.60919595 0.07444192 0.01930002 0.00836118]
question 509	4	4	1	[0.08519453 0.12353747 0.1141056  0.09302694 0.5841355 ]
question 510	4	4	1	[8.6692926e-05 7.2591560e-04 1.1789647e-02 1.3735132e-04 9.8726034e-01]
question 511	0	0	1	[0.8925218  0.07348594 0.01265738 0.00434934 0.01698553]
question 512	1	1	1	[0.00999772 0.9312368  0.00701803 0.04947522 0.00227214]
question 513	2	2	1	[0.00229    0.17554738 0.7804474  0.00277159 0.03894361]
question 514	2	2	1	[0.17334652 0.07215502 0.5551892  0.16453794 0.03477136]
question 515	2	4	0	[0.04536359 0.01905393 0.30534747 0.02148848 0.6087466 ]
question 516	0	0	1	[0.77822214 0.1779087  0.00221122 0.00224647 0.03941147]
question 517	3	3	1	[0.01248538 0.03562361 0.03956675 0.89843524 0.01388905]
question 518	4	4	1	[0.08446655 0.08325351 0.1083046  0.12989113 0.5940842 ]
question 519	3	2	0	[1.1609901e-03 1.0654139e-04 9.6559030e-01 3.3111054e-02 3.1055297e-05]
question 520	3	2	0	[0.19839777 0.11826681 0.36597243 0.2831591  0.03420393]
question 521	1	1	1	[0.0105785  0.9442149  0.00165218 0.00948437 0.03406997]
question 522	3	3	1	[0.09790854 0.13149233 0.29224315 0.3924212  0.08593476]
question 523	2	2	1	[0.32033122 0.04141648 0.4130726  0.10949634 0.1156834 ]
question 524	3	1	0	[6.5564283e-04 6.9455421e-01 2.0109785e-04 3.0434030e-01 2.4874732e-04]
question 525	3	2	0	[0.00143247 0.04958262 0.85681176 0.0906123  0.00156076]
question 526	1	1	1	[0.16720353 0.69471806 0.05802263 0.03241133 0.04764447]
question 527	3	0	0	[9.3410778e-01 1.5871380e-04 3.4066591e-02 2.8440927e-03 2.8822841e-02]
question 528	0	0	1	[0.7563497  0.00556906 0.15111724 0.08157565 0.0053884 ]
question 529	2	2	1	[0.00380762 0.16415627 0.7890077  0.01579417 0.02723418]
question 530	4	2	0	[0.0826605  0.00535508 0.62086713 0.05624034 0.23487686]
question 531	0	0	1	[0.5950602  0.23456489 0.02003733 0.07137577 0.07896182]
question 532	3	1	0	[0.06029376 0.5584109  0.04189521 0.04182355 0.2975766 ]
question 533	4	1	0	[0.01643581 0.91433775 0.01212715 0.02081492 0.03628429]
question 534	0	0	1	[0.52023935 0.09744899 0.13913336 0.15162434 0.09155394]
question 535	2	3	0	[0.20138615 0.07230006 0.23134395 0.3231499  0.17181993]
question 536	1	1	1	[0.21113338 0.2264811  0.20327187 0.17619209 0.18292159]
question 537	4	4	1	[0.250443   0.13221002 0.1516018  0.09696622 0.36877897]
question 538	2	0	0	[0.52184075 0.06204794 0.3382473  0.03028684 0.04757721]
question 539	4	4	1	[0.00247435 0.04287798 0.00125756 0.08134137 0.87204874]
question 540	1	1	1	[9.4843046e-05 9.9967146e-01 7.2330469e-05 7.8345758e-05 8.3007828e-05]
question 541	3	3	1	[0.00370647 0.01321946 0.0036235  0.97464776 0.00480283]
question 542	2	1	0	[1.6188342e-02 9.1814500e-01 6.5097108e-02 3.9766027e-04 1.7194166e-04]
question 543	0	0	1	[8.78758073e-01 1.13394044e-01 3.45754297e-03 3.91051266e-03 4.79862443e-04]
question 544	0	0	1	[0.6022711  0.03432554 0.0095328  0.00983841 0.34403217]
question 545	2	2	1	[5.5357476e-04 2.4784258e-02 8.2852119e-01 1.4074130e-01 5.3997026e-03]
question 546	3	3	1	[4.7171914e-05 1.5449363e-05 2.0015598e-04 9.9964631e-01 9.0924259e-05]
question 547	4	4	1	[5.4628518e-04 4.1561887e-01 1.0909482e-03 1.6409811e-04 5.8257979e-01]
question 548	3	2	0	[0.04886179 0.03161078 0.8934788  0.01133057 0.01471812]
question 549	2	2	1	[0.00170244 0.00256764 0.99038446 0.00375918 0.00158624]
question 550	1	1	1	[0.00600214 0.7076616  0.00493656 0.11136108 0.17003863]
question 551	4	4	1	[2.0033084e-03 1.0472079e-03 8.0902085e-02 1.9057444e-04 9.1585690e-01]
question 552	1	4	0	[0.076247   0.157765   0.29521206 0.16001107 0.31076485]
question 553	1	1	1	[0.10879456 0.5833117  0.05292267 0.15419273 0.10077842]
question 554	1	1	1	[1.9161176e-04 5.1341659e-01 2.4886349e-01 1.1249965e-02 2.2627832e-01]
question 555	3	3	1	[0.01011893 0.22018285 0.08889928 0.6640253  0.01677356]
question 556	0	0	1	[0.9476899  0.00458045 0.00869094 0.01783025 0.02120839]
question 557	3	3	1	[1.3086019e-01 2.6889937e-03 1.8933339e-05 8.6641628e-01 1.5625272e-05]
question 558	1	1	1	[2.2348063e-02 9.2632365e-01 2.0332063e-02 3.0553568e-02 4.4267063e-04]
question 559	4	4	1	[0.11646641 0.14610039 0.10273646 0.04170068 0.59299606]
question 560	4	4	1	[0.00409993 0.01899521 0.01314876 0.08851857 0.8752376 ]
question 561	4	4	1	[5.1125649e-02 7.2819210e-04 5.4565910e-04 1.5760803e-03 9.4602448e-01]
question 562	0	4	0	[4.9146742e-02 3.7829648e-04 1.8026212e-03 5.9257692e-04 9.4807976e-01]
question 563	1	3	0	[0.06894682 0.20328185 0.09377975 0.36159092 0.27240065]
question 564	1	1	1	[0.11809663 0.48209566 0.06210876 0.04970646 0.2879925 ]
question 565	4	4	1	[0.04302411 0.20935532 0.2657552  0.06273475 0.41913056]
question 566	3	3	1	[0.10395175 0.01796363 0.0236546  0.8377285  0.01670139]
question 567	2	2	1	[0.03537745 0.00789222 0.9223847  0.01706405 0.01728157]
question 568	4	3	0	[0.10725284 0.08039749 0.31656158 0.35179782 0.14399032]
question 569	1	1	1	[0.01696337 0.7508112  0.00414673 0.00262687 0.22545183]
question 570	1	1	1	[0.1573912  0.6994738  0.01629168 0.03180484 0.09503851]
question 571	1	3	0	[0.00372999 0.19153397 0.02315501 0.7605895  0.02099157]
question 572	3	3	1	[0.1936885  0.10261238 0.07155722 0.54778624 0.08435574]
question 573	4	4	1	[0.3571925  0.16260435 0.01638737 0.02601927 0.43779647]
question 574	1	1	1	[0.03405269 0.68102664 0.03173739 0.0096907  0.24349266]
question 575	3	4	0	[0.20283577 0.17217992 0.14229178 0.23527429 0.24741825]
question 576	3	3	1	[0.00491771 0.08638259 0.00251533 0.85338926 0.05279514]
question 577	3	3	1	[4.1730469e-03 4.0209453e-04 1.0458413e-03 9.9322766e-01 1.1513613e-03]
question 578	4	2	0	[0.21503268 0.19413851 0.24583606 0.14887168 0.1961211 ]
question 579	1	2	0	[0.03615502 0.0177872  0.9041281  0.01613135 0.02579836]
question 580	1	1	1	[0.01602745 0.6726117  0.27637947 0.00917714 0.02580428]
question 581	2	2	1	[0.03677154 0.00824959 0.7471792  0.19558744 0.01221218]
question 582	4	4	1	[1.5284758e-04 1.3555546e-02 1.2682401e-01 2.2272601e-04 8.5924482e-01]
question 583	2	2	1	[4.7304528e-04 2.8945720e-01 7.0948511e-01 4.7304528e-04 1.1155978e-04]
question 584	1	1	1	[9.9345669e-03 9.8878843e-01 3.2175382e-04 3.7647859e-04 5.7871628e-04]
question 585	0	0	1	[0.60806096 0.26376748 0.01499526 0.03907745 0.07409882]
question 586	3	3	1	[1.2560470e-03 1.9976014e-02 1.7371403e-04 9.7854978e-01 4.4404529e-05]
question 587	2	2	1	[4.7439034e-03 2.0824798e-04 9.9093843e-01 3.9109276e-03 1.9849437e-04]
question 588	3	3	1	[1.9472203e-04 3.1320518e-01 6.3516092e-03 5.9997696e-01 8.0271512e-02]
question 589	3	3	1	[0.00923742 0.04722999 0.01984113 0.9086222  0.01506923]
question 590	3	3	1	[0.07923733 0.062865   0.06994136 0.731229   0.05672733]
question 591	3	3	1	[0.0325323  0.00085678 0.01655958 0.8430057  0.10704567]
question 592	0	0	1	[0.88383913 0.00178897 0.04763994 0.02146387 0.04526816]
question 593	3	3	1	[0.01993433 0.0095991  0.00827524 0.93295634 0.02923496]
question 594	2	2	1	[0.0330751  0.0317006  0.8688289  0.02637249 0.04002303]
question 595	1	1	1	[0.04607887 0.8301113  0.00343215 0.06910231 0.05127534]
question 596	4	4	1	[0.01247913 0.08063189 0.01915673 0.09817152 0.7895608 ]
question 597	3	3	1	[0.13316664 0.00396171 0.00266162 0.8337431  0.02646682]
question 598	3	3	1	[7.3475362e-04 1.2043795e-03 1.3145667e-02 9.8439837e-01 5.1683909e-04]
question 599	3	3	1	[0.05964005 0.05360963 0.04480565 0.7955485  0.04639618]
question 600	4	1	0	[0.08250391 0.56195337 0.10499933 0.12615736 0.12438603]
question 601	3	3	1	[0.06088145 0.07611183 0.07320628 0.7210386  0.06876197]
question 602	4	4	1	[4.2331710e-02 1.9882059e-02 2.1987758e-04 5.3064888e-03 9.3225980e-01]
question 603	0	0	1	[0.6122958  0.07731343 0.10763633 0.08599819 0.11675627]
question 604	2	2	1	[2.2492567e-02 1.5987263e-03 9.7561365e-01 2.1846466e-04 7.6648241e-05]
question 605	0	0	1	[0.7669778  0.00641141 0.03422951 0.13886651 0.05351479]
