question	gold	predicted	correct	predicted probabilities
question 320	1	1	1	[0.04198604 0.82006305 0.04699408 0.08207425 0.00888249]
question 321	2	2	1	[0.16478902 0.06951939 0.43801594 0.30844766 0.01922809]
question 322	3	3	1	[0.02475851 0.09332438 0.03844051 0.79052943 0.05294717]
question 323	0	0	1	[0.39935368 0.274417   0.16521668 0.14025052 0.02076213]
question 324	2	2	1	[0.3748476  0.03831287 0.5427434  0.02563561 0.01846058]
question 325	2	2	1	[0.15152605 0.25010374 0.2649882  0.1758968  0.1574852 ]
question 326	0	0	1	[0.8286086  0.04432339 0.05913914 0.0037092  0.06421962]
question 327	4	4	1	[0.16279389 0.19633831 0.1897696  0.2191476  0.23195061]
question 328	1	1	1	[0.01333528 0.43744272 0.01612986 0.1557     0.3773921 ]
question 329	3	3	1	[0.20203486 0.26770884 0.0280073  0.47482592 0.027423  ]
question 330	0	0	1	[6.9258130e-01 1.6166715e-04 1.6673651e-04 1.1095781e-04 3.0697930e-01]
question 331	3	1	0	[0.00168234 0.5358892  0.00150915 0.45894772 0.0019715 ]
question 332	1	1	1	[0.02601168 0.86000144 0.05397948 0.04674926 0.01325813]
question 333	4	4	1	[0.18026416 0.17144825 0.01014712 0.00637916 0.6317614 ]
question 334	4	3	0	[0.01191327 0.0528639  0.01391586 0.48378012 0.43752688]
question 335	1	1	1	[0.00263307 0.98963964 0.00221895 0.00310878 0.00239964]
question 336	4	4	1	[0.00259038 0.00599059 0.00757053 0.00240606 0.9814424 ]
question 337	3	3	1	[0.01013808 0.01639398 0.01111445 0.942353   0.02000038]
question 338	2	2	1	[0.34174225 0.00819512 0.6300359  0.01207087 0.00795593]
question 339	1	1	1	[0.07799883 0.791375   0.0487339  0.02280923 0.0590831 ]
question 340	3	3	1	[0.04710973 0.00093917 0.0020393  0.9102301  0.03968161]
question 341	0	0	1	[0.9281056  0.01757875 0.02135869 0.0154638  0.01749327]
question 342	4	4	1	[0.0119909  0.01655937 0.07855196 0.00543948 0.88745826]
question 343	1	3	0	[0.03639299 0.22351907 0.1037886  0.36154526 0.27475408]
question 344	2	2	1	[0.05078863 0.03912326 0.8139126  0.0328813  0.0632942 ]
question 345	0	0	1	[0.85989255 0.02324324 0.06731012 0.02078753 0.02876662]
question 346	3	3	1	[0.00745723 0.00714526 0.02602267 0.7249058  0.23446909]
question 347	4	0	0	[0.46864402 0.05404126 0.06348199 0.04580761 0.3680251 ]
question 348	3	3	1	[0.03481693 0.10480259 0.24528305 0.5635262  0.05157127]
question 349	1	1	1	[0.18498152 0.6683698  0.12241057 0.00869973 0.01553828]
question 350	0	0	1	[0.3226233  0.22605558 0.12315587 0.06324186 0.2649234 ]
question 351	0	3	0	[0.16182657 0.1926484  0.06854871 0.3839787  0.19299768]
question 352	3	3	1	[0.00525872 0.01225389 0.00436986 0.9503112  0.02780633]
question 353	0	0	1	[0.9351939  0.02565002 0.00143567 0.01767198 0.02004851]
question 354	2	2	1	[0.01778714 0.02656256 0.88274133 0.05755341 0.01535554]
question 355	4	3	0	[0.01338264 0.12534805 0.01470484 0.8319892  0.01457522]
question 356	0	2	0	[0.01761755 0.04754344 0.7989775  0.06044217 0.0754193 ]
question 357	1	1	1	[2.0807660e-03 9.8960227e-01 8.7134750e-04 5.2132760e-03 2.2323160e-03]
question 358	4	4	1	[0.01258303 0.05346079 0.0493567  0.00259446 0.88200504]
question 359	1	3	0	[0.11505708 0.12138015 0.01987037 0.44802362 0.29566875]
question 360	3	3	1	[0.14634766 0.01887984 0.0854941  0.7300633  0.01921504]
question 361	2	2	1	[0.0734187  0.30058363 0.498637   0.05012728 0.07723343]
question 362	1	1	1	[0.02019668 0.6189814  0.11714281 0.1091043  0.13457479]
question 363	1	2	0	[0.10519763 0.13810542 0.34182292 0.10992208 0.30495188]
question 364	1	1	1	[0.0112377  0.95299715 0.01444864 0.01143815 0.00987835]
question 365	4	4	1	[0.2003263  0.17617105 0.18384302 0.21751331 0.22214638]
question 366	4	4	1	[0.00757651 0.00733467 0.04802766 0.05866935 0.87839174]
question 367	0	0	1	[0.78066605 0.02047664 0.0634625  0.02476631 0.11062846]
question 368	0	0	1	[9.9463165e-01 1.6019728e-04 8.7535169e-05 1.5670428e-03 3.5536287e-03]
question 369	1	1	1	[0.00509159 0.65615356 0.1561865  0.17605244 0.00651574]
question 370	0	0	1	[9.8717099e-01 1.3183705e-04 2.6242528e-03 9.8964432e-03 1.7650277e-04]
question 371	1	1	1	[0.11719136 0.43825847 0.14234781 0.15980366 0.1423987 ]
question 372	3	3	1	[0.01268337 0.01982729 0.10402691 0.84861994 0.01484246]
question 373	2	2	1	[0.04722018 0.23744689 0.59435683 0.0424699  0.07850619]
question 374	4	2	0	[0.08444335 0.02323224 0.6154466  0.1370203  0.13985756]
question 375	4	4	1	[3.2676768e-03 1.6534483e-02 3.6787157e-04 3.3728753e-03 9.7645706e-01]
question 376	0	0	1	[0.6652987  0.15818499 0.1391481  0.01571153 0.02165681]
question 377	2	2	1	[0.13505057 0.06763298 0.32279444 0.18896216 0.28555986]
question 378	2	3	0	[0.03555683 0.18790415 0.16027862 0.36129755 0.2549628 ]
question 379	1	1	1	[0.00757083 0.9533549  0.00499618 0.00521033 0.02886764]
question 380	1	4	0	[0.12151738 0.2005657  0.00548008 0.00420168 0.6682352 ]
question 381	3	3	1	[0.00155319 0.00184365 0.00155    0.9923993  0.00265386]
question 382	0	3	0	[0.36203262 0.04172894 0.04318227 0.5063238  0.04673235]
question 383	1	3	0	[0.03014406 0.02724227 0.0775052  0.75142527 0.11368331]
question 384	2	2	1	[0.08786561 0.03740771 0.75237834 0.07736872 0.04497957]
question 385	1	1	1	[0.09586135 0.60537    0.09016694 0.06875421 0.13984753]
question 386	4	4	1	[0.19815958 0.12401893 0.19861078 0.22685705 0.25235367]
question 387	4	4	1	[0.03237251 0.4402562  0.03663524 0.03269766 0.45803842]
question 388	3	3	1	[0.11468424 0.03055356 0.04495066 0.786053   0.02375855]
question 389	3	3	1	[0.0144519  0.01030052 0.44929057 0.52208    0.00387699]
question 390	1	1	1	[0.12536134 0.753023   0.03830454 0.05347589 0.02983513]
question 391	2	2	1	[0.00651563 0.09549488 0.89034814 0.00279916 0.00484221]
question 392	0	0	1	[0.8343295  0.01226026 0.00723551 0.00813496 0.13803992]
question 393	0	0	1	[0.7919255  0.01445178 0.17608933 0.01377912 0.00375422]
question 394	4	4	1	[0.00479098 0.00910233 0.00994362 0.00386266 0.97230035]
question 395	1	1	1	[0.00667762 0.8097728  0.16058722 0.01122927 0.01173314]
question 396	0	0	1	[0.38866776 0.32699344 0.0205792  0.25492236 0.00883724]
question 397	4	4	1	[0.19455309 0.06457635 0.08864003 0.04624494 0.6059856 ]
question 398	0	0	1	[0.5789384  0.3164867  0.08124015 0.01128145 0.01205325]
question 399	2	2	1	[0.00821154 0.00478404 0.92234236 0.00335831 0.06130373]
question 400	1	1	1	[0.0036449  0.991634   0.001874   0.00168212 0.00116487]
question 401	3	3	1	[0.06647582 0.030726   0.03937488 0.852681   0.01074231]
question 402	1	1	1	[0.01440601 0.9402572  0.03445075 0.00206565 0.00882042]
question 403	4	4	1	[0.08041056 0.0490504  0.07838365 0.10893471 0.6832207 ]
question 404	3	3	1	[7.8411670e-03 1.2116873e-02 2.5375853e-03 9.7675133e-01 7.5301516e-04]
question 405	1	1	1	[0.01449015 0.92674875 0.00916812 0.04038914 0.00920376]
question 406	0	0	1	[0.39411172 0.09038539 0.16530351 0.29951912 0.05068029]
question 407	1	1	1	[2.6774625e-03 9.8532027e-01 1.3286977e-03 9.8478151e-03 8.2574232e-04]
question 408	2	2	1	[0.00556375 0.01206463 0.65200514 0.00473341 0.3256331 ]
question 409	4	4	1	[0.02872809 0.01975201 0.3650521  0.13297684 0.45349097]
question 410	3	3	1	[9.5874304e-03 6.1269440e-03 2.2247056e-02 9.6151930e-01 5.1924685e-04]
question 411	1	1	1	[0.42944974 0.43518317 0.04564209 0.06761201 0.02211309]
question 412	1	2	0	[0.05329923 0.28017488 0.52807856 0.03826483 0.10018244]
question 413	1	4	0	[0.17127527 0.24774571 0.16059113 0.12832025 0.29206762]
question 414	0	2	0	[0.21842857 0.12943844 0.54837877 0.08390531 0.01984894]
question 415	4	4	1	[0.01028423 0.01461031 0.0034268  0.00706972 0.96460897]
question 416	4	3	0	[0.04969276 0.07959387 0.07398812 0.49875048 0.29797477]
question 417	4	4	1	[0.00346209 0.00130074 0.03141227 0.00486264 0.9589623 ]
question 418	3	4	0	[0.01290389 0.05342985 0.09427905 0.3339431  0.5054441 ]
question 419	1	1	1	[0.01352306 0.95231915 0.00563573 0.0151632  0.01335888]
question 420	4	4	1	[0.20742568 0.00929382 0.06976654 0.01755865 0.6959553 ]
question 421	3	3	1	[0.04500275 0.24564373 0.2642708  0.43508846 0.00999425]
question 422	3	3	1	[0.15141341 0.03171391 0.05691022 0.70261073 0.05735165]
question 423	1	2	0	[0.16335365 0.24686411 0.2988972  0.09844648 0.19243856]
question 424	3	3	1	[0.29748702 0.01760778 0.32145816 0.35215846 0.01128862]
question 425	2	2	1	[0.02518232 0.01244222 0.9103724  0.0112907  0.04071233]
question 426	4	4	1	[0.05719871 0.10603103 0.14796798 0.31680277 0.37199956]
question 427	2	2	1	[0.01255139 0.1775522  0.64513195 0.08686214 0.0779023 ]
question 428	3	3	1	[0.01731598 0.02738504 0.01029324 0.89023614 0.05476955]
question 429	1	1	1	[0.0179679  0.7334047  0.19571033 0.03486256 0.0180545 ]
question 430	0	0	1	[0.78284866 0.00747741 0.13925625 0.048714   0.02170375]
question 431	0	0	1	[0.9256979  0.02040815 0.01666919 0.02080411 0.01642066]
question 432	2	4	0	[0.15902956 0.026113   0.36064997 0.03258035 0.42162713]
question 433	3	3	1	[0.00735137 0.02426149 0.02055535 0.9396501  0.00818166]
question 434	2	2	1	[0.08030874 0.09841307 0.66507334 0.07627707 0.07992781]
question 435	0	0	1	[0.5791554  0.10505167 0.09232137 0.09729918 0.12617242]
question 436	3	3	1	[0.02336684 0.02560084 0.2994402  0.52933824 0.12225382]
question 437	0	0	1	[0.8759821  0.01592624 0.01539829 0.01792142 0.07477185]
question 438	3	3	1	[0.1606564  0.10499953 0.08138181 0.533669   0.11929327]
question 439	2	1	0	[0.00826113 0.59541553 0.3924694  0.00108201 0.00277204]
question 440	2	2	1	[0.02123886 0.02030813 0.76012313 0.1500341  0.04829582]
question 441	1	1	1	[0.09260196 0.85038805 0.05029089 0.00089916 0.00581987]
question 442	2	2	1	[0.00968096 0.04583981 0.8852698  0.00772734 0.05148211]
question 443	2	2	1	[0.00231697 0.04547246 0.89809245 0.02315973 0.03095843]
question 444	0	4	0	[0.03040862 0.0361528  0.06485564 0.04081569 0.82776725]
question 445	1	1	1	[0.08894437 0.33864287 0.30461088 0.1428793  0.12492255]
question 446	2	2	1	[0.08835605 0.06519076 0.7892944  0.01546596 0.04169274]
question 447	3	3	1	[0.00437254 0.0038311  0.00432531 0.9790558  0.00841526]
question 448	3	3	1	[1.2837264e-02 8.4514264e-04 8.2773768e-04 9.8494047e-01 5.4941530e-04]
question 449	0	0	1	[0.89150316 0.01284223 0.02207557 0.01761487 0.05596422]
question 450	1	1	1	[0.09267224 0.8137999  0.02972763 0.03510664 0.02869362]
question 451	0	2	0	[0.25397277 0.1036268  0.6053135  0.02060133 0.01648561]
question 452	3	3	1	[0.02698229 0.01882634 0.10810329 0.81405747 0.03203064]
question 453	0	0	1	[0.28005686 0.17130746 0.15532835 0.25837874 0.13492857]
question 454	3	3	1	[0.02741486 0.00270573 0.00256734 0.9568586  0.01045349]
question 455	0	0	1	[0.31569403 0.20406283 0.14588055 0.1869165  0.1474461 ]
question 456	0	0	1	[0.9638604  0.01033897 0.01996885 0.00267019 0.00316166]
question 457	3	3	1	[0.01770519 0.01639351 0.02540226 0.92575216 0.01474689]
question 458	0	0	1	[0.24939033 0.20699205 0.1144646  0.18051438 0.24863869]
question 459	2	2	1	[0.01037778 0.00380303 0.87295747 0.00175113 0.11111061]
question 460	1	1	1	[0.0038273  0.9799131  0.00654497 0.00397689 0.00573772]
question 461	4	4	1	[0.00191514 0.00733301 0.00320142 0.00152625 0.9860242 ]
question 462	3	3	1	[0.01756896 0.02063487 0.05090858 0.89626354 0.01462402]
question 463	3	3	1	[0.13361607 0.13032514 0.14906931 0.4526695  0.13431998]
question 464	2	2	1	[0.02342335 0.02962308 0.83490944 0.03585966 0.07618446]
question 465	3	3	1	[2.7648598e-02 6.7713682e-04 5.2694851e-03 9.6437997e-01 2.0248226e-03]
question 466	1	1	1	[0.06882028 0.75485873 0.08809981 0.02804621 0.06017498]
question 467	2	2	1	[0.05511362 0.4223756  0.44682455 0.05937674 0.01630959]
question 468	4	4	1	[0.01468037 0.01286121 0.02140582 0.01065964 0.940393  ]
question 469	2	2	1	[3.3438320e-03 3.1441795e-03 9.9320155e-01 1.7032679e-04 1.4004901e-04]
question 470	4	4	1	[1.7732586e-05 7.6960268e-06 1.6612579e-05 7.8439416e-06 9.9995017e-01]
question 471	0	0	1	[0.92322785 0.0590719  0.0031678  0.00694756 0.00758484]
question 472	0	0	1	[0.73989576 0.0491     0.04211238 0.10824744 0.06064443]
question 473	2	2	1	[0.00100147 0.01617573 0.9793595  0.00198112 0.00148211]
question 474	3	0	0	[0.28720054 0.07197893 0.20741145 0.22215438 0.21125473]
question 475	3	4	0	[0.21668704 0.0789316  0.0467314  0.3162429  0.34140703]
question 476	4	4	1	[0.01072731 0.04289478 0.01842276 0.05721663 0.87073857]
question 477	1	1	1	[3.2192940e-04 9.9777323e-01 2.2305481e-04 1.5408098e-03 1.4090986e-04]
question 478	1	1	1	[0.07784271 0.7302947  0.06803668 0.0594452  0.0643806 ]
question 479	2	2	1	[4.1291606e-02 1.5463856e-01 7.3459053e-01 6.8988301e-02 4.9098470e-04]
question 480	1	1	1	[0.14420386 0.7773738  0.02274358 0.05402013 0.00165861]
question 481	0	0	1	[0.798006   0.00111275 0.00709127 0.18610255 0.00768742]
question 482	4	4	1	[0.0465098  0.0557942  0.03317994 0.04356531 0.82095075]
question 483	4	4	1	[0.10254271 0.05003559 0.03320995 0.00508938 0.8091223 ]
question 484	3	3	1	[0.00198432 0.00121511 0.005213   0.9887396  0.00284802]
question 485	0	0	1	[0.5986161  0.00511373 0.3637991  0.0065815  0.02588954]
question 486	3	3	1	[0.0482645  0.02786955 0.00857371 0.9000914  0.01520087]
question 487	0	0	1	[0.51373565 0.03846584 0.03162588 0.37733537 0.03883718]
question 488	3	3	1	[0.00573014 0.00196811 0.00192848 0.68906826 0.30130506]
question 489	4	4	1	[0.00431902 0.01170615 0.02058972 0.01851557 0.94486946]
question 490	0	1	0	[0.11138406 0.31221968 0.29356313 0.12790918 0.15492395]
question 491	3	2	0	[0.2060231  0.10808954 0.41488877 0.09530841 0.1756902 ]
question 492	3	3	1	[0.01020509 0.01125874 0.02059047 0.9543671  0.00357867]
question 493	0	0	1	[0.96655643 0.01291188 0.00837734 0.0072121  0.0049422 ]
question 494	1	1	1	[0.08321523 0.34618306 0.19452491 0.08407973 0.29199713]
question 495	2	0	0	[0.6440747  0.1687269  0.03102585 0.06242982 0.09374278]
question 496	0	0	1	[0.6260141  0.3610843  0.00441137 0.0049937  0.0034966 ]
question 497	4	4	1	[0.01160811 0.08752894 0.08150466 0.23921542 0.5801429 ]
question 498	4	4	1	[0.09875535 0.06600647 0.08266819 0.11083409 0.6417359 ]
question 499	2	3	0	[0.10256787 0.22278276 0.14981578 0.35908335 0.1657502 ]
question 500	0	0	1	[0.55092967 0.03150269 0.3938942  0.01122285 0.0124506 ]
question 501	1	1	1	[0.05225199 0.7674667  0.06680412 0.05999032 0.05348678]
question 502	2	2	1	[4.6306007e-02 9.3847967e-04 9.4345027e-01 6.9340491e-03 2.3712162e-03]
question 503	1	1	1	[0.19651668 0.70346904 0.08313523 0.00639613 0.01048293]
question 504	4	2	0	[0.19705576 0.19072674 0.24593933 0.2000877  0.16619048]
question 505	1	1	1	[0.19006366 0.22993323 0.19788921 0.17887275 0.20324121]
question 506	1	1	1	[0.00906751 0.63606286 0.03567571 0.3138791  0.00531486]
question 507	4	4	1	[0.14273453 0.05516519 0.1660467  0.00981897 0.6262346 ]
question 508	1	1	1	[0.2595442  0.69272804 0.00505051 0.03260559 0.0100717 ]
question 509	4	4	1	[0.0280721  0.32682028 0.16413681 0.05582972 0.42514107]
question 510	4	4	1	[6.4905221e-04 1.5726497e-03 7.5215800e-03 4.9618405e-04 9.8976058e-01]
question 511	0	0	1	[0.9719587  0.00348276 0.01180841 0.0076021  0.00514805]
question 512	1	1	1	[0.01851234 0.8620191  0.02539605 0.08894811 0.00512434]
question 513	2	2	1	[0.00328535 0.26590064 0.45486444 0.06947688 0.20647277]
question 514	2	2	1	[0.03309904 0.09682758 0.81503296 0.03825308 0.01678735]
question 515	2	2	1	[0.00205004 0.00298068 0.9505991  0.00375387 0.04061633]
question 516	0	0	1	[0.65976214 0.10918164 0.00453812 0.00767145 0.21884668]
question 517	3	3	1	[0.00261022 0.00529176 0.00471034 0.96989685 0.01749072]
question 518	4	4	1	[0.037617   0.02984351 0.12931001 0.1294206  0.6738089 ]
question 519	3	2	0	[1.60818177e-04 1.03820435e-04 9.77901340e-01 2.17891093e-02 4.49338659e-05]
question 520	3	3	1	[0.02658474 0.0535677  0.38053536 0.531026   0.00828626]
question 521	1	1	1	[0.0057552  0.966214   0.00756736 0.00846208 0.01200142]
question 522	3	3	1	[0.1053334  0.14568375 0.22965534 0.5096871  0.00964034]
question 523	2	0	0	[0.42413998 0.12115641 0.16412821 0.23538548 0.05518997]
question 524	3	1	0	[1.0303527e-03 9.7725916e-01 7.6907891e-05 2.1342492e-02 2.9111138e-04]
question 525	3	2	0	[3.2104121e-04 2.7657622e-03 9.8866963e-01 8.0107637e-03 2.3272377e-04]
question 526	1	1	1	[0.03050688 0.9252093  0.0074079  0.01247407 0.0244019 ]
question 527	3	0	0	[0.4238928  0.0304272  0.19429365 0.33155322 0.01983309]
question 528	0	0	1	[0.5673184  0.00257251 0.21339016 0.17197484 0.04474417]
question 529	2	2	1	[0.00974232 0.31565863 0.6405407  0.01655052 0.01750786]
question 530	4	4	1	[0.01145661 0.1716659  0.2649883  0.00895095 0.5429383 ]
question 531	0	0	1	[0.92740715 0.03421809 0.00714393 0.00753466 0.02369613]
question 532	3	1	0	[0.01465084 0.82489085 0.02769681 0.00682902 0.12593237]
question 533	4	1	0	[0.04004707 0.8726288  0.01373544 0.00516077 0.06842784]
question 534	0	0	1	[0.576183   0.05918827 0.02671489 0.05333307 0.28458074]
question 535	2	2	1	[0.21513042 0.13835272 0.2456897  0.17753313 0.22329405]
question 536	1	2	0	[0.19835542 0.19762729 0.2037619  0.19916172 0.20109364]
question 537	4	1	0	[0.20006011 0.28169808 0.17516986 0.14748879 0.19558309]
question 538	2	0	0	[0.35315955 0.12585281 0.20298296 0.1624848  0.15551989]
question 539	4	4	1	[0.18534084 0.01942488 0.01435524 0.00781628 0.7730628 ]
question 540	1	1	1	[0.00491816 0.98033285 0.00487729 0.00492302 0.00494873]
question 541	3	3	1	[1.1045991e-03 8.7288406e-04 6.6943001e-04 9.9653178e-01 8.2139217e-04]
question 542	2	2	1	[0.03195536 0.1580847  0.8001997  0.00574316 0.00401713]
question 543	0	0	1	[0.7253838  0.25328866 0.00278566 0.01410786 0.00443401]
question 544	0	4	0	[0.4429999  0.01344325 0.04493929 0.00826097 0.49035665]
question 545	2	2	1	[0.00488404 0.03808345 0.75675416 0.18449989 0.01577846]
question 546	3	3	1	[1.4235811e-04 3.9037939e-05 2.5746570e-04 9.9946851e-01 9.2742644e-05]
question 547	4	4	1	[0.01380561 0.41418907 0.01215853 0.00641818 0.5534286 ]
question 548	3	2	0	[0.09803139 0.05648477 0.6681987  0.10009942 0.0771857 ]
question 549	2	2	1	[0.00354736 0.0021885  0.98825127 0.00438224 0.00163062]
question 550	1	1	1	[0.00632141 0.7556078  0.00223717 0.08271544 0.1531182 ]
question 551	4	4	1	[8.3000917e-04 2.4704100e-03 1.0266310e-01 1.3612597e-03 8.9267516e-01]
question 552	1	3	0	[0.14991696 0.19099183 0.20100719 0.2668993  0.19118477]
question 553	1	1	1	[0.21071981 0.26046318 0.17819184 0.15964885 0.19097628]
question 554	1	1	1	[0.0165924  0.6029893  0.16184482 0.01370492 0.2048685 ]
question 555	3	3	1	[0.01109123 0.16776025 0.08967751 0.7241942  0.00727679]
question 556	0	0	1	[0.9868526  0.00295393 0.00521517 0.00253261 0.00244583]
question 557	3	3	1	[2.9993143e-02 3.7341472e-03 2.5553769e-04 9.6600515e-01 1.2055323e-05]
question 558	1	1	1	[0.03073164 0.83921444 0.02879667 0.09914593 0.00211141]
question 559	4	4	1	[0.17060962 0.13233739 0.15827331 0.08888923 0.4498905 ]
question 560	4	4	1	[0.03885257 0.12531106 0.08898626 0.21073656 0.5361135 ]
question 561	4	4	1	[0.21678005 0.00767764 0.00092439 0.01149608 0.76312184]
question 562	0	4	0	[0.18586381 0.0016943  0.01154873 0.00917251 0.7917206 ]
question 563	1	3	0	[0.21894214 0.14911799 0.07435835 0.2834828  0.27409872]
question 564	1	1	1	[0.02996053 0.86252683 0.03062213 0.04341125 0.03347934]
question 565	4	4	1	[0.07023462 0.09718226 0.06571867 0.18455227 0.5823122 ]
question 566	3	3	1	[0.09102898 0.07158627 0.06997761 0.70523727 0.06216985]
question 567	2	2	1	[0.0068671  0.0061706  0.967716   0.01214309 0.00710326]
question 568	4	3	0	[0.15749235 0.16612543 0.21500684 0.28214255 0.17923284]
question 569	1	1	1	[0.01045454 0.9063784  0.01151718 0.00847845 0.06317142]
question 570	1	1	1	[0.1435637  0.7185732  0.01528255 0.01504301 0.10753744]
question 571	1	3	0	[0.01758604 0.17480895 0.01520875 0.777463   0.0149333 ]
question 572	3	3	1	[0.15851437 0.13156456 0.1549142  0.45314336 0.10186349]
question 573	4	4	1	[0.2516326  0.26879933 0.01497261 0.02475878 0.4398367 ]
question 574	1	1	1	[0.1154506  0.55650693 0.09317874 0.04672333 0.1881403 ]
question 575	3	0	0	[0.28007102 0.06568938 0.19250874 0.27815315 0.1835777 ]
question 576	3	3	1	[0.01361369 0.15692364 0.03434256 0.69557923 0.09954098]
question 577	3	3	1	[0.2132359  0.03448162 0.04801027 0.67739576 0.02687651]
question 578	4	2	0	[0.17042306 0.18476337 0.2518841  0.17797329 0.21495615]
question 579	1	2	0	[0.06077012 0.06322462 0.74457604 0.06256128 0.06886806]
question 580	1	1	1	[0.0394766  0.47690612 0.42556745 0.03031382 0.02773594]
question 581	2	2	1	[0.01202497 0.01108658 0.9092589  0.05688906 0.0107405 ]
question 582	4	4	1	[6.7255588e-04 2.1176547e-02 1.9648586e-01 7.9391227e-04 7.8087115e-01]
question 583	2	1	0	[0.00517058 0.6055618  0.37855607 0.00439295 0.00631859]
question 584	1	1	1	[5.3036227e-03 9.9196857e-01 9.3451707e-04 6.0494401e-04 1.1882611e-03]
question 585	0	1	0	[0.21003383 0.77606726 0.00803803 0.00370123 0.00215962]
question 586	3	3	1	[1.3760387e-02 4.7211494e-02 6.1023887e-04 9.3802530e-01 3.9258803e-04]
question 587	2	2	1	[2.2370326e-03 5.0956040e-04 9.9485332e-01 2.0931889e-03 3.0695141e-04]
question 588	3	3	1	[0.00561211 0.05068717 0.00667751 0.9257543  0.01126894]
question 589	3	3	1	[0.0287463  0.07582422 0.04268566 0.7943423  0.05840153]
question 590	3	3	1	[0.15914463 0.11187151 0.10162897 0.5753323  0.05202266]
question 591	3	0	0	[0.40455514 0.05350167 0.13993177 0.3762823  0.02572906]
question 592	0	0	1	[0.7299006  0.00759764 0.08289554 0.11710747 0.06249871]
question 593	3	3	1	[0.05101328 0.07095764 0.07501195 0.75339085 0.04962628]
question 594	2	2	1	[0.0662317  0.09331957 0.6816772  0.08834861 0.07042286]
question 595	1	1	1	[0.04008089 0.54449165 0.00346623 0.23729193 0.17466931]
question 596	4	4	1	[0.00289627 0.08092789 0.00589178 0.0909135  0.81937057]
question 597	3	3	1	[0.15601863 0.08741651 0.00572486 0.6129521  0.1378879 ]
question 598	3	3	1	[0.0097484  0.01772288 0.0209023  0.94358337 0.008043  ]
question 599	3	3	1	[0.12736891 0.15710415 0.13756119 0.41541368 0.16255203]
question 600	4	1	0	[0.03406974 0.7894469  0.08027837 0.04324878 0.05295621]
question 601	3	3	1	[0.05227632 0.07189547 0.03668011 0.82271487 0.01643333]
question 602	4	4	1	[0.00125111 0.00486323 0.00206902 0.00287914 0.9889375 ]
question 603	0	0	1	[0.34860945 0.11773967 0.18691742 0.16526629 0.18146716]
question 604	2	2	1	[4.7981746e-02 6.7425896e-03 9.4111121e-01 3.4610932e-03 7.0331531e-04]
question 605	0	0	1	[0.91589266 0.00572047 0.01143567 0.03754117 0.02941008]
question 606	1	1	1	[0.01065531 0.9729144  0.00156551 0.01294723 0.00191747]
question 607	1	1	1	[0.02569183 0.9124578  0.01075952 0.02575074 0.02534004]
question 608	4	4	1	[0.27761978 0.26317284 0.07847547 0.09581617 0.28491583]
question 609	0	0	1	[0.61030835 0.20436849 0.0107755  0.01472107 0.15982665]
question 610	3	0	0	[0.3516095  0.10891856 0.1130855  0.285077   0.14130946]
question 611	4	4	1	[0.17714301 0.19611998 0.13186216 0.1395809  0.35529396]
question 612	2	2	1	[1.3988851e-02 6.9155591e-04 9.6531039e-01 1.7974628e-02 2.0345021e-03]
question 613	2	2	1	[0.00517765 0.09094828 0.8169723  0.02508219 0.06181954]
question 614	2	2	1	[0.08946549 0.0029903  0.8087667  0.08514225 0.0136352 ]
question 615	3	3	1	[0.03938057 0.30339018 0.00386127 0.530197   0.12317085]
question 616	2	2	1	[0.009235   0.01429792 0.92656785 0.01283868 0.03706056]
question 617	1	1	1	[0.00542317 0.42404717 0.30630723 0.2557873  0.00843499]
question 618	3	3	1	[0.03275609 0.0081237  0.00624468 0.8213157  0.1315598 ]
question 619	1	1	1	[0.01120763 0.8949598  0.04874362 0.02561237 0.0194766 ]
question 620	2	2	1	[0.07619244 0.06009608 0.6788219  0.12404794 0.06084152]
question 621	1	1	1	[0.13629895 0.78592473 0.00251527 0.06469347 0.01056751]
question 622	4	4	1	[0.13673952 0.09087632 0.27421921 0.00398107 0.49418393]
question 623	0	0	1	[0.8896198  0.00243553 0.00106604 0.10106268 0.00581597]
question 624	2	1	0	[0.04278173 0.6033206  0.23033057 0.0910482  0.03251885]
question 625	3	4	0	[0.01801185 0.03257569 0.18873702 0.11387298 0.6468024 ]
question 626	0	0	1	[0.746468   0.02427205 0.19405042 0.01983358 0.01537598]
question 627	3	3	1	[0.00208201 0.00213796 0.00097349 0.7950107  0.19979586]
question 628	4	4	1	[0.01269391 0.01944534 0.0098536  0.01967798 0.9383291 ]
question 629	3	2	0	[0.03972996 0.07889916 0.43959206 0.39771917 0.04405966]
question 630	4	4	1	[0.01717276 0.01782671 0.02019704 0.15857644 0.786227  ]
question 631	2	2	1	[0.08918197 0.18103084 0.66224957 0.00770974 0.05982789]
question 632	2	2	1	[0.05844271 0.36712733 0.37684795 0.0669556  0.1306265 ]
question 633	2	2	1	[0.04854653 0.28762496 0.34909415 0.28745    0.02728436]
question 634	2	2	1	[0.02462942 0.06828444 0.5836813  0.276926   0.04647883]
question 635	0	0	1	[0.87377894 0.09356314 0.00134854 0.02421338 0.00709598]
question 636	0	0	1	[0.655522   0.02746085 0.15856214 0.15515123 0.00330376]
question 637	2	2	1	[0.0223292  0.03322174 0.8959309  0.02133472 0.02718344]
question 638	4	4	1	[0.01947419 0.12100579 0.11500239 0.00654855 0.73796904]
question 639	1	1	1	[0.02747575 0.58554596 0.27110097 0.0752221  0.04065523]
